NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
09082,cranberry-orange relish,53.2,178,0.3,0.1,0.2,46.2,0,,11,0.2,4,8,38,32,,0.04,,,18,0.03,0.02,0.1,,,,,,,,0,70,4,0,,,,,,,,,,0.012,,,0,275,1 cup,,,0
15145,crayfish,82.24,77,15.97,0.95,1.34,0,0,0,27,0.84,27,256,302,58,1.3,0.419,0.226,31.6,1.2,0.07,0.032,2.208,0.546,0.108,37,0,37,37,80.9,2,53,16,16,0,0,0,0,0,2.85,0,0,0.1,0.159,0.174,0.293,114,85,3 oz,27,8 crayfish,0
01049,cream,81.24,123,3.13,10.39,0.51,4.73,0,4.13,107,0.05,10,95,132,61,0.39,0.009,0.005,3.2,0.9,0.03,0.194,0.109,0.539,0.05,3,0,3,3,18.7,0.19,354,97,95,0,22,0,0,0,0.25,0,2,1.3,7.032,3.32,0.554,35,30.2,1 fl oz,15,1 tbsp,0
18969,cream puff,38.64,334,4.41,18.52,1,37.43,0.9,22.05,35,0.95,10,71,68,265,0.45,0.06,0.224,15.5,0,0.263,0.241,1.908,0.471,0.041,66,49,16,100,44.2,0.17,88,23,22,0,1,1,0,86,0.95,0.3,11,6.7,7.055,6.07,4.173,66,113,4 oz,,,0
18237,cream puff shell,40.5,360,9,25.9,1.8,22.8,0.8,0.25,36,2.02,12,119,97,483,0.73,0.051,0.211,24,0,0.206,0.36,1.567,0.624,0.075,53,31,22,75,114.4,0.39,1183,288,274,0,159,4,0,237,2.85,1.4,55,24.5,5.599,11.128,7.38,171,28.35,1 oz,48,"1 eclair, (5"" x 2"" x 1-3/4"")",0
01069,cream substitute,2.98,529,2.48,32.92,2.34,59.29,0,7.77,2,0.26,1,288,669,124,0.07,0.018,0.011,0,0,0,0,0,0.117,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,1.26,0,0,1.7,19.146,9.796,0.408,0,94,1 cup,2,1 tsp,0
42157,creamy dressing,74.7,107,1.4,2.7,1.2,20,0,5.35,36,0.25,5,77,133,897,0.18,0,,1.6,0,0.01,0.06,0.04,,0.02,6,0,6,6,16,0,3,1,1,0,0,0,0,4,0.67,0,0,2.3,0.494,0.64,1.444,0,17,1 tbsp,264,1 cup,0
11203,cress,89.4,32,2.6,0.7,1.8,5.5,1.1,4.4,81,1.3,38,76,606,14,0.23,0.17,0.553,0.9,69,0.08,0.26,1,0.242,0.247,80,0,80,80,19.5,0,6917,346,0,0,4150,0,0,12500,0.7,0,0,541.9,0.023,0.239,0.228,0,50,1 cup,1,1 sprig,29
19010,crisped rice bar,7,404,5.1,13.5,1.3,73,2.2,,21,6.3,48,134,168,278,0.86,0.31,0.999,9.7,0,0.53,0.6,7.05,0,0.705,140,0,140,140,,0,1764,,,,,,,,,,,,5.24,3.99,3.65,0,28,"1 bar, (1 oz)",,,0
21462,crispy chicken,48.02,257,15.38,11.76,2.23,22.61,1.2,4.99,92,1.32,31,224,256,605,1.17,0.097,,14.6,3.8,0.176,0.169,4.748,0.911,0.279,30,6,23,34,16.6,0.46,343,32,17,9,166,0,237,72,0.5,0.2,7,8.4,3.372,4.5,3.207,38,271,1 swich,,,0
15020,croaker,78.03,104,17.78,3.17,1.11,0,0,0,15,0.37,40,210,345,56,0.42,0.042,0.025,36.5,0,0.075,0.095,4.2,0.75,0.3,15,0,15,15,67,2.5,41,12,12,0,0,0,0,0,1.29,0.7,27,0.1,1.088,1.149,0.464,61,79,1 fillet,85,3 oz,0
18239,croissants,23.2,406,8.2,21,1.6,45.8,2.6,11.26,37,2.03,16,105,118,467,0.75,0.08,0.33,22.7,0.2,0.388,0.241,2.188,0.861,0.058,88,60,28,130,38.8,0.16,744,206,202,0,38,1,0,74,0.84,0,0,1.8,11.659,5.525,1.094,67,28.35,1 oz,28,"1 croissant, mini",0
18242,croutons,5.5,407,11.9,6.6,2.5,73.5,5.1,,76,4.08,31,115,124,698,0.89,0.163,0.5,37.5,0,0.623,0.272,5.439,0.429,0.026,132,110,22,209,,0,0,0,0,,,,,,,,,,1.51,3.059,1.273,0,14.2,.5 oz,30,1 cup,0
28355,crunchmaster,3.29,456,10.91,15.92,2.71,67.18,7.5,0.8,246,2.68,149,354,339,370,2.5,0.508,2.42,16.3,,,0.15,4.57,0.84,0.37,35,,35,,,,,,,,,,,,,,,,2.069,7.004,5.981,,3.9,3 crackers,,,0
15142,crustaceans,71,155,20.21,7.52,2.1,0.48,0,,105,1.08,33,213,324,330,4.09,0.61,0.19,40.7,2.8,0.09,0.08,2.9,0.5,0.17,53,12,42,61,,5.94,252,57,53,,,,,,,,,,1.483,2.815,2.273,150,60,1 cake,,,0
11205,cucumber,95.23,15,0.65,0.11,0.38,3.63,0.5,1.67,16,0.28,13,24,147,2,0.2,0.041,0.079,0.3,2.8,0.027,0.033,0.098,0.259,0.04,7,0,7,7,6,0,105,5,0,11,45,26,0,23,0.03,0,0,16.4,0.037,0.005,0.032,0,52,".5 cup, slices",301,"1 cucumber, (8-1/4"")",3
02014,cumin seed,8.06,375,17.81,22.27,7.62,44.24,10.5,2.25,931,66.36,366,499,1788,168,4.8,0.867,3.333,5.2,7.7,0.628,0.327,4.579,,0.435,10,0,10,10,24.7,0,1270,64,0,0,762,0,0,448,3.33,0,0,5.4,1.535,14.04,3.279,0,2.1,"1 tsp, whole",6,"1 tbsp, whole",0
09083,currants,81.96,63,1.4,0.41,0.86,15.38,,,55,1.54,24,59,322,2,0.27,0.086,0.256,,181,0.05,0.05,0.3,0.398,0.066,,,,,,0,230,12,0,,,,,,1,,,,0.034,0.058,0.179,0,112,1 cup,,,2
02015,curry powder,8.8,325,14.29,14.01,7.07,55.83,53.2,2.76,525,19.1,255,367,1170,52,4.7,1.2,8.3,40.3,0.7,0.176,0.2,3.26,1.07,0.105,56,0,56,56,64.2,0,19,1,0,0,11,0,0,0,25.24,0,0,99.8,1.648,8.782,3.056,0,2,1 tsp,6.3,1 tbsp,0
15022,cusk,76.35,87,18.99,0.69,1.25,0,0,,10,0.83,31,204,392,31,0.38,0.018,0.015,36.5,0,0.042,0.133,2.686,0.279,0.387,2,0,2,2,,1.04,60,18,18,,,,,,,,,,0.13,0.09,0.28,41,122,1 fillet,85,3 oz,0
09086,custard-apple,71.5,101,1.7,0.6,1,25.2,2.4,,30,0.71,18,21,382,4,,,,,19.2,0.08,0.1,0.5,0.135,0.221,,,,,,0,33,2,0,,,,,,,,,,0.231,,,0,,,,,42
15163,cuttlefish,80.56,79,16.24,0.7,1.68,0.82,0,,90,6.02,30,387,354,372,1.73,0.587,0.11,44.8,5.3,0.009,0.91,1.216,0.5,0.15,16,0,16,16,,3,375,113,113,,,,,,,,,,0.118,0.081,0.134,112,85,3 oz,,,0
18244,danish pastry,24.3,403,7,22.4,1.7,44.6,1.3,19.78,71,1.96,19,107,125,414,0.72,0.1,0.362,17,0.1,0.3,0.263,2.867,0.396,0.038,68,35,33,92,21.8,0.1,24,6,6,0,2,1,0,52,0.39,0,0,9.4,5.681,12.515,2.933,21,28.35,1 oz,142,"1 large, (approx 7"" dia)",0
09087,dates,20.53,282,2.45,0.39,1.6,75.03,8,63.35,39,1.02,43,62,656,2,0.29,0.206,0.262,3,0.4,0.052,0.066,1.274,0.589,0.165,19,0,19,19,6.3,0,10,0,0,0,6,0,0,75,0.05,0,0,2.7,0.032,0.036,0.019,0,147,"1 cup, chopped",7.1,"1 date, pitted",10
35080,deer,75,116,21.5,2.66,0.64,0,,,7,2.9,,,,,,,,,0,0.2,0.36,6.6,,,,,,,,,0,0,,,,,,,,,,,0.63,0.34,0.35,18,,,,,0
11207,delion greens,85.6,45,2.7,0.7,1.8,9.2,3.5,0.71,187,3.1,36,66,397,76,0.41,0.171,0.342,0.5,35,0.19,0.26,0.806,0.084,0.251,27,0,27,27,35.3,0,10161,508,0,363,5854,121,0,13610,3.44,0,0,778.4,0.17,0.014,0.306,0,55,"1 cup, chopped",,,0
36027,denny's,41.37,295,19.17,14.5,2.93,22.03,1.1,0.29,11,0.72,30,273,334,798,0.71,0.066,0.228,17,,0.087,0.167,8.073,1.35,0.467,14,,,,,0.14,87,14,11,0,22,16,0,102,1.22,,,,2.585,3.2,7.123,44,194,1 serving,,,0
01070,dessert topping,1.47,577,4.9,39.92,1.17,52.54,0,52.54,17,0.03,7,74,166,122,0.08,0.118,0.225,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1.52,0,0,9.9,36.723,0.6,0.447,0,43,1.5 oz,1.3,"1 portion, amount to make 1 tbsp",0
19094,desserts,68.05,145,4.53,4.03,0.62,22.78,0,23.15,83,0.38,9,96,118,53,0.47,0.028,0.01,8.7,0,0.032,0.21,0.082,0.514,0.044,9,0,9,9,,0.36,161,46,45,0,5,2,0,65,0.23,,,0.2,1.799,1.266,0.392,90,153,.5 cup,1531,"1 recipe, yield",0
16512,diced chicken,79,80,14.7,0.7,1.9,3.7,1.4,0.1,55,2,,,216,344,0.7,,,,0,0.1,0.2,7.3,,0.1,,,,,,0.4,0,0,,,,,,,,,,,,,,1,55,.25 cup,,,0
21473,digiorno pizza,41.78,279,13.48,11.68,3.19,29.86,1.9,,235,2.35,27,354,185,806,1.67,0.107,0.313,33.3,0.5,0.337,0.253,3.553,0.457,0.103,,,,,,0.36,266,80,80,,,,,,0.93,,,8.4,5.63,2.905,1.79,28,164,"1 slice, 1/4 of pie",688,"1 pie, 12"" diameter",0
02016,dill seed,7.7,305,15.98,14.54,6.62,55.17,21.1,,1516,16.33,256,277,1186,20,5.2,0.78,1.833,12.1,21,0.418,0.284,2.807,,0.25,10,0,10,10,,0,53,3,0,,,,,,,0,0,,0.73,9.41,1.01,0,2.1,1 tsp,6.6,1 tbsp,0
02017,dill weed,7.3,253,19.96,4.36,12.56,55.82,13.6,,1784,48.78,451,543,3308,208,3.3,0.49,3.95,,50,0.418,0.284,2.807,,1.71,,,,,,0,5850,293,0,,,,,,,0,0,,0.234,,,0,1,1 tsp,3.1,1 tbsp,0
16528,dinner roast,61.7,213,16,13.5,1.9,6.9,3.1,1,46,2.1,,131,150,671,0.9,,,,0,2.1,0.3,7.1,,0.7,,,,,,1.8,0,0,,,,,,,,,,,2.4,5.4,5.6,1,85,"1 slice, , 3/4""",,,0
27052,dip,73.72,143,3.14,9.51,2.49,11.14,0.7,1.95,98,0.14,8,200,105,796,0.41,0.004,0.019,3.2,0.4,0.012,0.065,0.136,0.571,0.043,6,0,6,6,7.9,0.25,287,33,22,0,112,30,300,67,1.86,0,0,17.6,2.491,2.762,3.643,9,30,2 tbsp,125,.5 cup,0
11616,dock,93,22,2,0.7,1.1,3.2,2.9,,44,2.4,103,63,390,4,0.2,0.131,0.349,0.9,48,0.04,0.1,0.5,0.041,0.122,13,0,13,13,,0,4000,200,0,,,,,,,0,0,,,,,0,133,"1 cup, chopped",,,30
18248,doughnuts,20.82,434,5.31,24.93,1.87,47.06,1.7,18.15,40,2.53,17,260,134,477,0.5,0.09,0.333,10.1,0,0.39,0.301,2.91,0.377,0.05,92,76,16,145,37.3,0.06,14,4,3,0,1,0,0,19,1.99,0,0,9.8,11.105,8.544,3.915,10,40,1 donut,28.35,1 oz,0
43287,dove,62,213,23.9,13,1.1,0,0,0,17,5.91,26,332,256,57,3.83,0.763,,20.1,2.9,0.28,0.35,7.6,,0.57,6,0,6,6,63.6,0.41,95,28,28,0,0,0,0,0,0.06,0.2,7,4,3.739,5.462,2.733,116,140,"1 cup, chopped or diced",,,0
04706,dressing,56.17,169,1.07,1.47,2.86,38.43,1.2,17.75,24,0.36,13,37,69,1004,0.29,0.04,0.115,6.2,2.1,0.043,0.021,0.151,0.074,0.053,9,0,9,9,5.5,0.02,18,5,4,0,2,0,0,15,0.8,0,0,0.3,0.349,0.708,0.287,1,30,"2 tbsp, (1 NLEA serving)",,,0
15024,drum,77.33,119,17.54,4.93,1.08,0,0,,60,0.9,30,180,275,75,0.66,0.232,0.7,12.6,1,0.07,0.17,2.35,0.75,0.3,15,0,15,15,,2,170,51,51,,,,,,,,,,1.119,2.19,1.154,64,85,3 oz,198,1 fillet,0
11222,drumstick leaves,78.66,64,9.4,1.4,2.26,8.28,2,,185,4,42,112,337,9,0.6,0.105,1.063,0.9,51.7,0.257,0.66,2.22,0.125,1.2,40,0,40,40,,0,7564,378,0,,,,,,,0,0,,,,,0,21,"1 cup, chopped",,,38
11620,drumstick pods,88.2,37,2.1,0.2,0.97,8.53,3.2,,30,0.36,45,50,461,42,0.45,0.084,0.259,0.7,141,0.053,0.074,0.62,0.794,0.12,44,0,44,44,,0,74,4,0,,,,,,,0,0,,0.033,0.102,0.003,0,100,"1 cup, slices",11,"1 pod, (15-1/3"" long)",48
05139,duck,48.5,404,11.49,39.34,0.68,0,0,0,11,2.4,15,139,209,63,1.36,0.236,0.017,12.4,2.8,0.197,0.21,3.934,0.951,0.19,13,0,13,13,31,0.25,168,50,50,0,0,0,0,0,0.7,0.7,26,5.5,13.22,18.69,5.08,76,85,3 oz,287,"1 unit, (yield from 1 lb ready-to-cook duck)",28
01225,dulce de leche,28.71,315,6.84,7.35,1.74,55.35,0,49.74,251,0.17,22,193,350,129,0.79,0.004,0.002,2.7,2.6,0.016,0.405,0.21,0.835,0.016,11,0,11,11,89.1,0.31,267,74,73,0,14,0,0,0,0.2,0.2,6,1.3,4.534,2.143,0.375,29,19,1 tbsp,,,0
32025,dumpling,57.25,195,5.26,6.14,1.7,29.64,0.9,1.75,35,1.26,16,79,107,474,0.44,0.063,,13.4,5.3,0.293,0.222,2.198,,0.062,64,52,12,100,9.6,0.08,11,3,3,0,1,0,0,8,0.98,0,0,7.9,1.316,1.243,3.236,4,114,"3 pieces, pierogies",,,0
09422,durian,64.99,147,1.47,5.33,1.12,27.09,3.8,,6,0.43,30,39,436,2,0.28,0.207,0.325,,19.7,0.374,0.2,1.074,0.23,0.316,36,,36,,,0,44,2,0,6,23,0,,,,,,,,,,0,243,"1 cup, chopped or diced",602,1 fruit,68
07021,dutch br loaf,58.1,273,12,22.91,3.07,3.93,0.3,0.9,7,0.16,15,119,210,786,2.53,0.069,0.039,18.4,1.4,0.134,0.134,3.384,0.494,0.236,11,0,11,11,65,0.9,110,33,33,0,0,0,0,0,0.26,0,0,1.2,8.806,11.132,2.972,60,38,1 slice,,,0
11211,edamame,75.17,109,11.22,4.73,1.27,7.61,4.8,2.48,60,2.11,61,161,482,6,1.32,0.324,1.01,,9.7,0.15,0.265,0.925,0.535,0.135,303,0,303,303,56,,,,,,,,,,0.72,,,31.4,,,,,118,1 cup,432,1 package,0
15025,eel,68.26,184,18.44,11.66,1.41,0,0,0,20,0.5,20,216,272,51,1.62,0.023,0.035,6.5,1.8,0.15,0.04,3.5,0.24,0.067,15,0,15,15,65,3,3477,1043,1043,0,0,0,0,0,4,23.3,932,0,2.358,7.19,0.947,126,85,3 oz,204,1 fillet,0
01123,egg,76.15,143,12.56,9.51,1.06,0.72,0,0.37,56,1.75,12,198,138,142,1.29,0.072,0.028,30.7,0,0.04,0.457,0.075,1.533,0.17,47,0,47,47,293.8,0.89,540,160,160,0,0,9,0,503,1.05,2,82,0.3,3.126,3.658,1.911,372,50,1 large,56,1 extra large,12
19169,egg custards,1.7,410,6.9,6.4,2.2,82.8,0,,228,1.93,45,332,540,281,1.05,0.046,0.02,16.6,0.4,0.145,0.412,0.32,2.238,0.216,30,0,30,30,,1.17,217,63,63,,,,,,,,,,2.03,2.4,0.85,258,85,"1 package, (3 oz)",21,"1 portion, amount to make 1/2 cup",0
01210,egg mix,2.78,555,35.6,34.5,3.15,23.97,,2.46,171,3.23,11,451,373,576,2.76,0.149,0.056,118,,0.19,1.277,0.267,6.5,0.207,138,0,138,138,602.5,2.9,398,117,116,0,0,13,0,,2.04,7.4,296,0.7,10.305,13.745,7.555,975,8.6,1 tbsp,105,1 cup,0
22953,egg rolls,51.33,222,9.94,7.17,2.06,29.5,2.1,5.32,34,1.55,20,91,212,407,0.9,0.092,0.332,22.8,29.3,0.24,0.11,2.25,0.49,0.173,80,34,46,103,40.4,0.15,7804,390,0,1674,3845,0,0,454,0.27,0.1,4,22.6,1.588,2.35,2.464,14,85,1 roll,28.35,1 oz,0
01144,egg substitute,3.86,444,55.5,13,5.84,21.8,0,21.8,326,3.16,65,478,744,800,1.82,0.207,0.08,127.7,0.8,0.226,1.76,0.577,3.384,0.143,125,0,125,125,117.6,3.52,1230,369,369,0,0,0,0,0,1.26,0,0,0.4,3.766,5.341,1.683,572,9.9,.35 oz,20,.7 oz,0
01057,eggnog,82.54,88,4.55,4.19,0.67,8.05,0,8.05,130,0.2,19,109,165,54,0.46,0.013,0.005,4.2,1.5,0.034,0.19,0.105,0.417,0.05,1,0,1,1,52.2,0.45,206,59,58,0,7,0,0,54,0.21,1.2,49,0.3,2.591,1.302,0.198,59,254,1 cup,31.8,1 fl oz,0
11209,eggplant,92.3,25,0.98,0.18,0.66,5.88,3,3.53,9,0.23,14,24,229,2,0.16,0.081,0.232,0.3,2.2,0.039,0.037,0.649,0.281,0.084,22,0,22,22,6.9,0,23,1,0,0,14,0,0,36,0.3,0,0,3.5,0.034,0.016,0.076,0,82,"1 cup, cubes",458,"1 eggplant, peeled (yield from 1-1/4 lb)",19
11209,eggplants,92.3,25,0.98,0.18,0.66,5.88,3,3.53,9,0.23,14,24,229,2,0.16,0.081,0.232,0.3,2.2,0.039,0.037,0.649,0.281,0.084,22,0,22,22,6.9,0,23,1,0,0,14,0,0,36,0.3,0,0,3.5,0.034,0.016,0.076,0,82,"1 cup, cubes",458,"1 eggplant, peeled (yield from 1-1/4 lb)",19
43285,eggs,72.7,131,13.1,5.6,1.1,7.5,0,7.5,17,0.23,10,30,147,162,0.14,0.03,,22.9,0,0.01,0.3,0.09,,0.01,17,0,17,17,255.7,0.17,410,21,0,0,246,0,0,0,0.84,1.8,72,1.8,1.052,2.339,1.778,277,28.35,1 oz,,,0
09088,elderberries,79.8,73,0.66,0.5,0.64,18.4,7,,38,1.6,5,39,280,6,0.11,0.061,,0.6,36,0.07,0.06,0.5,0.14,0.23,6,0,6,6,,0,600,30,0,,,,,,,,,,0.023,0.08,0.247,0,145,1 cup,,,0
35172,elk,67.78,143,29.45,2.8,0.78,0,,0,5,9.06,26,236,379,56,7.79,0.204,0.043,23.5,0,0.175,0.497,7.85,1.03,0.782,1,0,1,1,,4.25,0,0,,0,0,0,0,0,0.79,,,,1.138,0.952,0.239,70,,,,,0
05621,emu,72.87,134,22.77,4.03,1,0,0,0,7,4.02,24,222,320,56,3.48,0.199,0.027,30.5,0,0.27,0.457,7.485,2.74,0.642,13,0,13,13,,6.75,0,0,0,0,0,0,0,0,0.24,,,,1.022,1.607,0.557,69,117,1 patty,,,0
11213,endive,93.79,17,1.25,0.2,1.41,3.35,3.1,0.25,52,0.83,15,28,314,22,0.79,0.099,0.42,0.2,6.5,0.08,0.075,0.4,0.9,0.02,142,0,142,142,16.8,0,2167,108,0,0,1300,0,0,0,0.44,0,0,231,0.048,0.004,0.087,0,25,".5 cup, chopped",513,1 head,14
18259,english,32.97,270,10.32,2.02,2.04,52.65,2.8,3.47,197,4.65,28,107,129,477,1.4,0.16,0.63,26.3,1.7,0.541,0.28,4.99,0.332,0.067,119,88,31,180,15.7,0.05,0,0,0,0,0,0,0,47,0.36,0,0,1.4,0.533,0.478,0.921,0,28.35,1 oz,52,1 muffin,0
18260,english muffin,40.2,235,9.1,1.8,2.5,46.3,2.8,0.81,196,3.02,41,81,156,298,1.39,0.243,0.604,25.5,0,0.43,0.313,3.583,0.408,0.038,80,45,35,112,13.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0.23,0.827,0.559,0,28.35,1 oz,66,1 muffin,0
11984,epazote,89.21,32,0.33,0.52,2.5,7.44,3.8,,275,1.88,121,86,633,43,1.1,0.19,3.098,0.9,3.6,0.028,0.348,0.639,0.179,0.152,215,0,215,215,,0,57,3,0,,38,,,,,0,0,,,,,0,0.8,1 tbsp,2,1 sprig,0
11618,eppaw,60,150,4.6,1.8,1.92,31.68,,,110,1.15,32,165,340,12,1.15,0.234,1.094,0.9,13,0.11,0.12,0.3,1.172,0.176,24,0,24,24,,0,0,0,0,,,,,,,0,0,,,,,0,100,1 cup,,,
11214,escarole,94.29,19,1.15,0.18,1.3,3.07,2.8,0.23,46,0.72,13,22,245,19,0.69,0.087,0.385,0.2,3.3,0.059,0.062,0.312,0.826,0.016,78,0,78,78,15.4,0,1888,94,0,0,1133,0,0,0,0.4,0,0,211.9,0.042,0.004,0.081,0,150,1 cup,,,0
16138,falafel,34.62,333,13.31,17.8,2.43,31.84,,,54,3.42,82,192,585,294,1.5,0.258,0.691,1,1.6,0.146,0.166,1.044,0.292,0.125,93,15,78,104,,0,13,1,0,,,,,,,0,0,,2.383,10.171,4.16,0,17,"1 patty, (approx 2-1/4"" dia)",,,0
04001,fat,0,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0,0,0,0,0,0,0,0,0,0,79.8,0,0,0,0,0,0,0,0,0,2.7,0.7,28,0,49.8,41.8,4,109,12.8,1 tbsp,205,1 cup,0
07932,fat free chicken breast ,76.73,80,16.8,0.39,3.83,2.25,0,0.2,4,0.3,36,256,316,1040,0.6,0.23,0.034,6.1,0,0.014,0.023,2.742,0.193,0.12,1,0,1,1,,0.07,0,0,0,0,0,0,0,0,,,,0,0.13,0.16,0.06,36,42,"1 serving, 2 slices",,,0
01243,fat free ice cream,65.52,129,4.41,0,1.2,27.94,7.4,8.82,147,0,9,75,196,110,0.31,0.03,,1.9,0,0.029,0.122,0.074,,0.029,4,0,4,4,23,0.52,461,133,132,0,12,0,0,0,0,0,0,0,0,0,0,0,68,.5 cup,,,0
01059,fat free milk,87.67,63,3.33,3.46,0.8,4.74,0,,128,0.05,13,97,139,57,0.36,0.01,0.002,2,0.9,0.03,0.123,0.087,0.301,0.04,5,0,5,5,,0.34,7,2,2,,,,,,,,,,0.768,1.783,0.75,2,244,1 cup,976,1 quart,0
16052,fava beans,10.98,341,26.12,1.53,3.08,58.29,25,5.7,103,6.7,192,421,1062,13,3.14,0.824,1.626,8.2,1.4,0.555,0.333,2.832,0.976,0.366,423,0,423,423,95.8,0,53,3,0,0,32,0,0,0,0.05,0,0,9,0.254,0.303,0.627,0,150,1 cup,9.4,1 tbsp,0
09334,feijoa,83.28,61,0.71,0.42,0.38,15.21,6.4,8.2,17,0.14,9,19,172,3,0.06,0.036,0.084,,32.9,0.006,0.018,0.295,0.233,0.067,23,0,23,23,,0,6,0,0,0,2,3,5,27,0.16,,,3.5,0.104,0.056,0.136,0,243,"1 cup, pureed",42,"1 fruit, without peel",43
11957,fennel,90.21,31,1.24,0.2,1.05,7.3,3.1,3.93,49,0.73,17,50,414,52,0.2,0.066,0.191,0.7,12,0.01,0.032,0.64,0.232,0.047,27,0,27,27,13.2,0,963,48,0,0,578,0,0,607,0.58,0,0,62.8,0.09,0.068,0.169,0,87,"1 cup, sliced",234,1 bulb,28
02018,fennel seed,8.81,345,15.8,14.87,8.22,52.29,39.8,,1196,18.54,385,487,1694,88,3.7,1.067,6.533,,21,0.408,0.353,6.05,,0.47,,,,,,0,135,7,0,,,,,,,0,0,,0.48,9.91,1.69,0,2,"1 tsp, whole",5.8,"1 tbsp, whole",0
02019,fenugreek seed,8.84,323,23,6.41,3.4,58.35,24.6,,176,33.53,191,296,770,67,2.5,1.11,1.228,6.3,3,0.322,0.366,1.64,,0.6,57,0,57,57,,0,60,3,0,,,,,,,0,0,,1.46,,,0,3.7,1 tsp,11.1,1 tbsp,0
11995,fiddlehead ferns,88.68,34,4.55,0.4,0.83,5.54,,,32,1.31,34,101,370,1,0.83,0.32,0.51,,26.6,0.02,0.21,4.98,,,,,,,,0,3617,181,0,261,2040,,,,,0,0,,,,,0,,,,,
09089,figs,79.11,74,0.75,0.3,0.66,19.18,2.9,16.26,35,0.37,17,14,232,1,0.15,0.07,0.128,0.2,2,0.06,0.05,0.4,0.3,0.113,6,0,6,6,4.7,0,142,7,0,0,85,0,0,9,0.11,0,0,4.7,0.06,0.066,0.144,0,64,"1 large, (2-1/2"" dia)",50,"1 medium, (2-1/4"" dia)",1
11985,fireweed,70.78,103,4.71,2.75,2.54,19.22,10.6,,429,2.4,156,108,494,34,2.66,0.32,6.704,0.9,2.2,0.033,0.137,4.674,1.356,0.632,112,0,112,112,,0,3598,180,0,,,,,,,0,0,,,,,0,23,"1 cup, chopped",22,1 plant,65
16281,firm tofu,82.87,85,10.92,4.19,1.05,0.97,0.9,0.4,149,1.69,,,,33,,,,,1.1,,,,,,,,,,,,0,,,,,,,,,,,,0.71,0.97,2.51,0,56,2 oz,84,3 oz,0
15019,fish,83.95,69,15.27,0.41,1.46,0,0,0,8,0.16,20,281,235,303,0.31,0.019,0.012,22.9,0,0.033,0.045,1.095,0.294,0.117,7,0,7,7,65,1.98,6,2,2,0,0,0,0,0,0.54,0.5,20,0,0.085,0.073,0.164,47,116,1 fillet,85,3 oz,0
06963,fish broth,96,16,2,0.6,0.97,0.4,0,0.09,30,0.21,1,30,86,318,0.1,0.051,,0.7,0,0,0.03,1.37,,0.01,4,0,4,4,9.2,0.1,4,1,1,0,0,0,0,0,0.15,0,0,0.2,0.133,0.108,0.245,0,244,1 cup,30.5,1 fl oz,0
04589,fish oil,0,902,0,100,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,100000,30000,30000,,,,,,,250,10000,,22.608,46.711,22.541,570,4.5,1 tsp,13.6,1 tbsp,0
19187,flan,7.8,348,0,0,0.61,91.6,0,,24,0.08,0,1,153,432,0.04,0.015,0.007,21.3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,0,85,"1 package, (3 oz)",21,"1 portion, amount to make 1/2 cup",0
15028,flounder,84.63,70,12.41,1.93,1.22,0,0,0,21,0.18,18,252,160,296,0.32,0.019,0.014,26.6,0,0.022,0.02,1.04,0.185,0.098,5,0,5,5,65,1.13,33,10,10,0,0,0,0,0,0.63,2.8,113,0.1,0.441,0.535,0.374,45,28.35,"1 oz, boneless",163,1 fillet,0
43075,fluid replacement,96.44,10,0,0,0.18,2.45,0,2.45,10,0,1,10,77,101,0.02,0.01,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,1 fl oz,250,"1 cup, (8 fl oz)",0
