NDB_NO,SHRT_DESC,WATER_G,ENERG_KCAL,PROTEIN_G,LIPID_TOT_G,ASH_G,CARBOHYDRT_G,FIBER_TD_G,SUGAR_TOT_G,CALCIUM_MG,IRON_MG,MAGNESIUM_MG,PHOSPHORUS_MG,POTASSIUM_MG,SODIUM_MG,ZINC_MG,COPPER_MG,MANGANESE_MG,SELENIUM_ΜG,VIT_C_MG,THIAMIN_MG,RIBOFLAVIN_MG,NIACIN_MG,PANTO_ACID_MG,VIT_B6_MG,FOLATE_TOT_ΜG,FOLIC_ACID_ΜG,FOOD_FOLATE_ΜG,FOLATE_DFE_ΜG,CHOLINE_TOT__MG,VIT_B12_ΜG,VIT_A_IU,VIT_A_RAE,RETINOL_ΜG,ALPHA_CAROT_ΜG,BETA_CAROT_ΜG,BETA_CRYPT_ΜG,LYCOPENE_ΜG,LUT_ZEA__ΜG,VIT_E_MG,VIT_D_ΜG,VIT_D_IU,VIT_K_ΜG,FA_SAT_G,FA_MONO_G,FA_POLY_G,CHOLESTRL_MG,GMWT_1,GMWT_DESC1,GMWT_2,GMWT_DESC2,REFUSE_PCT
35048,stew,86.1,55,6.6,0.5,0.8,6,0.5,,12,1.52,6,16,100,222,0.12,0.02,0.09,,1,0.06,0.08,1.5,0.04,0.03,5,,5,,,,1043,,,,,,,,,,,,0.01,0.01,0.02,,,,,,0
35205,stinging nettles,87.67,42,2.71,0.11,2.03,7.49,6.9,0.25,481,1.64,57,71,334,4,0.34,0.076,0.779,0.3,,0.008,0.16,0.388,,0.103,14,0,14,14,17.4,,2011,101,,114,1150,0,0,4178,,,,498.6,,,,,89,1 cup,,,0
09316,strawberries,90.95,32,0.67,0.3,0.4,7.68,2,4.89,16,0.41,13,24,153,1,0.14,0.048,0.386,0.4,58.8,0.024,0.022,0.386,0.125,0.047,24,0,24,24,5.7,0,12,1,0,0,7,0,0,26,0.29,0,0,2.2,0.015,0.043,0.155,0,152,"1 cup, halves",232,"1 cup, pureed",6
14350,strawberry-flavor beverage mix,0.4,389,0.1,0.2,0.2,99.1,0,95.45,4,0.44,1,5,6,38,0,0,0,0.5,0.3,0.003,0.11,0.073,0.001,0.002,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"1 serving, (2-3 heaping tsp)",,,0
16535,stripples,41.9,346,12.4,26.6,4.8,14.3,5.1,0.8,42,3.6,,285,97,1463,0.6,,,,0,10.1,0.4,8.8,,0.5,,,,,,3.4,0,0,,,,,,,,,,,4.2,6.2,16.2,2,16,2 strip,,,0
18354,strudel,43.5,274,3.3,11.2,0.8,41.1,2.2,25.75,15,0.42,9,33,149,135,0.19,0.03,0.19,6.1,1.7,0.04,0.025,0.33,0.27,0.046,28,22,6,44,17.4,0.22,30,6,6,1,5,3,0,42,1.42,0,0,2.9,2.044,3.267,5.315,6,28.35,1 oz,71,1 piece,0
15104,sturgeon,76.55,105,16.14,4.04,1.1,0,0,0,13,0.7,35,211,284,54,0.42,0.041,0.025,12.6,0,0.07,0.07,8.3,0.75,0.2,15,0,15,15,56,2.2,700,210,210,0,0,0,0,0,0.5,10.3,412,0.1,0.915,1.939,0.69,60,85,3 oz,,,0
21150,subway,62.4,155,10.91,2.37,1.78,22.54,1.2,6.06,142,1.52,23,139,285,305,0.64,0.071,0.282,15.4,1.1,0.273,0.213,5.063,0.655,0.282,58,,,,,0.11,56,3,0,0,33,0,208,87,0.38,,,,0.505,0.642,0.831,22,228,"6 inch, sub",457,"12 inch, sub",0
11495,succotash,73.1,99,5.03,1.02,1.26,19.59,3.8,,18,1.83,48,113,369,4,0.61,0.186,0.688,0.6,15.1,0.208,0.082,1.587,0.128,0.13,40,0,40,40,,0,292,15,0,,,,,,,0,0,,0.19,0.198,0.489,0,,,,,0
15107,sucker,79.71,92,16.76,2.32,1.46,0,0,,70,1.3,30,210,380,40,0.75,0.195,0.6,12.6,0,0.01,0.07,1.2,0.75,0.2,15,0,15,15,,2,170,51,51,,,,,,,,,,0.452,0.706,0.807,41,85,3 oz,159,1 fillet,0
19908,sugar,0.03,399,0,0,0.17,99.8,,99.19,12,0.37,2,1,29,3,0.03,0.009,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,1 tsp,202,1 cup,0
15108,sunfish,79.5,89,19.4,0.7,1.1,0,0,,80,1.2,30,180,350,80,1.55,0.3,0.7,12.6,1,0.08,0.07,1.2,0.75,0.12,15,0,15,15,,2,50,15,15,,,,,,,,,,0.139,0.117,0.246,67,48,1 fillet,85,3 oz,0
12040,sunflower seed butter,0.62,617,17.28,55.2,3.58,23.32,5.7,10.54,64,4.12,311,666,576,3,4.89,1.597,2.073,104.4,2.7,0.053,0.163,6.747,1.167,0.55,237,0,237,237,,0,52,,0,,,,,,22.89,0,0,,4.678,39.025,9.805,0,16,1 tbsp,28.35,1 oz,0
12041,sunflower seed flour,7.47,326,48.06,1.61,7.04,35.83,5.2,,114,6.62,346,689,67,3,4.95,1.713,1.975,58.2,1.3,3.187,0.266,7.313,6.595,0.753,222,0,222,222,,0,49,2,0,,,,,,,0,0,,0.138,0.252,0.87,0,64,1 cup,4,1 tbsp,0
12036,sunflower seed kernels,4.73,584,20.78,51.46,3.02,20,8.6,2.62,78,5.25,325,660,645,9,5,1.8,1.95,53,1.4,1.48,0.355,8.335,1.13,1.345,227,0,227,227,55.1,0,50,3,0,0,30,0,0,0,35.17,0,0,0,4.455,18.528,23.137,0,46,"1 cup, with hulls edible yield",140,1 cup,46
28234,sunshine,2.3,502,8.7,24.7,,62.6,2.1,1.3,,4.1,16,68,104,763,0.7,,,,,0.59,0.35,4.7,,0.03,136,,,,,0,,,,,,,,,0,0,0,,5.6,5.8,12,6,30,25 crackers,,,0
16519,super links,62.1,219,14.5,15.5,2.5,5.5,1.8,0.6,3,4.3,,93,77,708,0.9,,,,0,0.2,0.2,1.7,,0.3,,,,,,2.5,0,0,,,,,,,,,,,2.1,3.1,8.4,1,48,1 link,,,0
22948,supper meal kits,52.3,181,5.91,1.18,3.96,36.64,2.4,4.73,,,,,,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,,,6,85,1 serving,85,.167 box,0
15109,surimi,76.34,99,15.18,0.9,0.72,6.85,0,0,9,0.26,43,282,112,143,0.33,0.032,0.011,28.1,0,0.02,0.021,0.22,0.07,0.03,2,0,2,2,,1.6,67,20,20,0,0,0,0,0,0.63,,,0.1,0.191,0.149,0.443,30,28.35,1 oz,85,3 oz,0
11503,swamp cabbage,92.47,19,2.6,0.2,1.6,3.14,2.1,,77,1.67,71,39,312,113,0.18,0.023,0.16,0.9,55,0.03,0.1,0.9,0.141,0.096,57,0,57,57,,0,6300,315,0,,,,,,,0,0,,,,,0,56,"1 cup, chopped",13,1 shoot,23
22951,swanson,80.1,71,4.7,4.03,7.15,4.03,0.7,0.67,0,0,,,,460,,,,,0,,,,,,,,,,,,252,,,,,,,,,,,,1.174,,,7,298,"1 can, (1 serving)",,,0
06609,swanson broth,98.2,5,0,0,0.52,1.28,0,0.85,0,0,,,,234,,,,,0,,,,,,,,,,,,213,,,,,,,,,,,,0,,,0,235,1 cup,235,1 serving,0
11505,sweet potato leaves,86.81,42,2.49,0.51,1.36,8.82,5.3,,78,0.97,70,81,508,6,,,,0.9,11,0.156,0.345,1.13,0.225,0.19,,0,1,1,,0,3778,189,0,42,2217,58,0,14720,,0,0,302.2,0.111,0.02,0.228,0,35,"1 cup, chopped",16,"1 leaf, (12-1/4"" long)",6
31025,sweet potato puffs,63.02,161,1.36,3.58,1.32,30.72,1.9,7.65,57,0.4,,,248,250,,,,,2.2,,,,,,,,,,,,3000,,,,,,,,,,,,0.31,,,0,85,3 oz,,,0
11512,sweet potatoes,76.03,91,1.65,0.2,1,21.12,1.8,5,22,0.89,22,49,312,53,0.18,0.139,0.455,0.7,26.4,0.037,0.057,0.741,0.523,0.19,17,0,17,17,13,0,7983,399,0,0,4790,0,0,0,1,0,0,2.2,0.041,0.008,0.084,0,255,"1 cup, mashed",200,"1 cup, pieces",0
18355,sweet rolls,29.4,360,7.1,18.3,1.4,43.7,1.2,,118,0.76,19,98,137,357,0.63,0.095,0.21,11.9,0.2,0.15,0.13,0.83,0.416,0.069,43,12,31,51,,0.3,254,,,,,,,,,,,,6.059,9.057,2.032,76,28.35,1 oz,66,1 roll,0
19912,sweetener,22.94,310,0.09,0.45,0.14,76.37,0.2,68.03,1,0.09,1,1,4,4,0.01,0.009,0.005,1.7,17,0.122,0.165,0.689,,0.234,30,0,30,30,13.3,0,156,8,0,0,94,0,0,0,0.98,0,0,22.5,0,0,0,0,6.9,1 tsp,55,.25 cup,0
04030,swich spread,40.8,389,0.9,34,2,22.4,0.4,15.18,14,0.2,2,26,35,1000,0.81,0.01,,1.6,0,0.01,0.02,0.01,0,0.02,6,0,6,6,14.6,0.21,220,22,13,1,94,27,0,87,4,0.1,4,24.7,5.1,7.4,20,76,15,1 tablespoon,245,1 cup,0
07073,swich spread,60.28,235,7.66,17.34,2.78,11.94,0.2,0,12,0.79,8,59,110,1013,1.02,0.13,0.026,9.7,0,0.172,0.134,1.73,0.43,0.12,2,0,2,2,62.3,1.12,87,26,26,0,0,0,0,0,1.74,0.6,22,1.6,5.977,7.584,2.565,38,15,1 tbsp,28.35,1 oz,0
15110,swordfish,73.38,144,19.66,6.65,1.44,0,0,0,5,0.38,29,255,418,81,0.66,0.039,0.011,57.4,0,0.075,0.053,7.76,0.35,0.543,2,0,2,2,65,1.7,120,36,36,0,0,0,0,0,2.02,13.9,558,0.1,1.602,2.971,1.147,66,85,3 oz,136,"1 piece, (4-1/2"" x 2-1/8"" x 7/8"")",0
19030,syrup,34.82,261,0,0.02,0.06,65.1,0,65,0,0.03,1,0,1,0,0.06,0.007,0.002,0.4,0,0.007,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1 serving,,,0
18360,taco shells,6.4,476,6.41,21.79,1.9,63.49,6.7,1.5,100,1.64,83,233,231,324,1.61,0.113,0.56,4.8,0,0.216,0.08,1.867,,0.203,69,24,46,85,29.9,0,17,1,0,3,3,13,3,106,0.69,0,0,8.6,7.105,6.935,5.495,0,12.9,1 shell,12.7,1 taco,0
35147,tamales,68.1,153,6.28,6.12,1.37,18.12,3.1,0.99,29,1.22,22,99,131,427,1.48,0.063,0.174,6,1.7,0.05,0.08,1.59,0.205,0.143,15,,15,,,0.54,0,0,0,,,,,,0,,,,2.396,2.739,0.688,17,186,1 piece,,,0
09437,tamarind nectar,84.97,57,0.09,0.12,0.09,14.73,0.5,12.7,10,0.75,4,2,27,7,0.02,0.014,0.02,,7.1,0.003,0.003,0.07,0.037,0.007,1,0,1,1,1.3,0,0,0,,0,0,0,0,0,0.12,,,0.1,,,,0,251,1 cup,,,0
09322,tamarinds,31.4,239,2.8,0.6,2.7,62.5,5.1,38.8,74,2.8,92,113,628,28,0.1,0.086,,1.3,3.5,0.428,0.152,1.938,0.143,0.066,14,0,14,14,8.6,0,30,2,0,0,18,0,0,0,0.1,0,0,2.8,0.272,0.181,0.059,0,120,"1 cup, pulp",2,"1 fruit, (3"" x 1"")",66
09221,tangerine juice,88.9,43,0.5,0.2,0.3,10.1,0.2,9.9,18,0.2,8,14,178,1,0.03,0.025,0.037,0.1,31,0.06,0.02,0.1,0.125,0.042,5,0,5,5,6.2,0,253,13,0,14,38,214,0,166,0.13,0,0,0,0.024,0.036,0.04,0,247,1 cup,30.9,1 fl oz,0
09218,tangerine,85.17,53,0.81,0.31,0.38,13.34,1.8,10.58,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,26.7,0.058,0.036,0.376,0.216,0.078,16,0,16,16,10.2,0,681,34,0,101,155,407,0,138,0.2,0,0,0,0.039,0.06,0.065,0,195,"1 cup, sections",76,"1 small, (2-1/4"" dia)",26
09218,tangerines,85.17,53,0.81,0.31,0.38,13.34,1.8,10.58,37,0.15,12,20,166,2,0.07,0.042,0.039,0.1,26.7,0.058,0.036,0.376,0.216,0.078,16,0,16,16,10.2,0,681,34,0,101,155,407,0,138,0.2,0,0,0,0.039,0.06,0.065,0,195,"1 cup, sections",76,"1 small, (2-1/4"" dia)",26
20068,tapioca,10.99,358,0.19,0.02,0.11,88.69,0.9,3.35,20,1.58,1,7,11,1,0.12,0.02,0.11,0.8,0,0.004,0,0,0.135,0.008,4,0,4,4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.003,0,152,1 cup,,,0
32006,taquitos,42.74,284,9.21,12.54,1.88,33.63,2.9,1.3,104,2.47,24,132,155,453,0.71,0.1,0.387,16.7,0,0.331,0.277,3.85,0.481,0.14,68,44,23,99,15.9,0.18,206,30,23,1,63,26,133,111,1.13,0.1,3,16.9,2.31,4.835,4.235,13,42,1 piece,,,0
11518,taro,70.64,112,1.5,0.2,1.2,26.46,4.1,0.4,43,0.55,33,84,591,11,0.23,0.172,0.383,0.7,4.5,0.095,0.025,0.6,0.303,0.283,22,0,22,22,17.3,0,76,4,0,0,35,20,0,0,2.38,0,0,1,0.041,0.016,0.083,0,104,"1 cup, sliced",,,14
19524,taro chips,2,498,2.3,24.9,2.7,68.1,7.2,3.82,60,1.2,84,131,755,342,0.38,0.28,0.001,1.8,5,0.174,0.029,0.515,0.668,0.438,20,0,20,20,44.3,0,142,7,0,0,66,37,0,0,11.34,0,0,18,6.43,4.43,12.88,0,28.35,1 oz,23,10 chips,0
11520,taro leaves,85.66,42,4.98,0.74,1.92,6.7,3.7,3.01,107,2.25,45,60,648,3,0.41,0.27,0.714,0.9,52,0.209,0.456,1.513,0.084,0.146,126,0,126,126,12.8,0,4825,241,0,0,2895,0,0,1932,2.02,0,0,108.6,0.151,0.06,0.307,0,28,1 cup,10,"1 leaf, (11"" x 6-1/2"")",40
11522,taro shoots,95.82,11,0.92,0.09,0.85,2.32,,,12,0.6,8,28,332,1,0.51,0.088,0.122,0.9,21,0.04,0.05,0.8,0.075,0.111,3,0,3,3,,0,50,3,0,,,,,,,0,0,,0.018,0.007,0.037,0,43,".5 cup, slices",83,1 shoot,12
35078,tea,99.7,1,0,0,0.1,0.2,,,2,0.08,1,0,9,132,0.04,0.02,0.04,,0.3,0.01,0,0,0.01,0,1,,1,,,0,0,,,,,,,,,,,,0,0,0,0,,,,,0
20142,teff,8.82,367,13.3,2.38,2.37,73.13,8,1.84,180,7.63,184,429,427,12,3.63,0.81,9.24,4.4,,0.39,0.27,3.363,0.942,0.482,,,,,13.1,,9,0,,0,5,0,0,66,0.08,,,1.9,0.449,0.589,1.071,,193,1 cup,,,0
16114,tempeh,59.65,192,20.29,10.8,1.62,7.64,,,111,2.7,81,266,412,9,1.14,0.56,1.3,0,0,0.078,0.358,2.64,0.278,0.215,24,0,24,24,,0.08,0,0,0,,,,,,,0,0,,2.539,3.205,4.3,0,166,1 cup,,,0
16508,tender bits,70,135,15.1,4.6,2,8.3,4.3,0.6,17,1.6,,88,65,613,1,,,,0,0.5,0.6,6.6,1.8,0.1,,,,,,0.1,0,0,,,,,,,,,,,0.7,1.1,2.6,0,85,6 pieces,,,0
07078,thuringer,45.18,362,17.45,30.43,3.63,3.33,0,0.85,9,2.04,14,111,260,1300,2.56,0.15,,20.3,16.6,0.15,0.33,4.31,,0.26,2,0,2,2,78.9,5.5,0,0,0,0,0,0,0,0,0.22,1.1,44,1.3,11.51,12.97,1.2,74,56,"2 oz, 1 serving",,,0
02049,thyme,65.11,101,5.56,1.68,3.2,24.45,14,,405,17.45,160,106,609,9,1.81,0.555,1.719,,160.1,0.048,0.471,1.824,0.409,0.348,45,0,45,45,,0,4751,238,0,,2851,,,,,0,0,,0.467,0.081,0.532,0,0.8,1 tsp,0.4,.5 tsp,32
15112,tilefish,78.9,96,17.5,2.31,1.14,0,0,,26,0.25,28,187,433,53,0.37,0.041,0.01,36.5,0,0.12,0.16,2.9,0.75,0.26,15,0,15,15,,2.2,60,18,18,,,,,,,,,,0.441,0.571,0.599,50,85,3 oz,193,.5 fillet,0
18494,toaster pastries,12.75,366,4.7,5.9,,73.7,5.5,30.5,200,3.6,,,133,379,,,,,,0.3,0.34,4,,0.4,80,,,,,,1000,,,,,,,,,,,,1.9,1.2,2.1,0,50,1 pastry,,,0
16126,tofu,82.93,78,9.04,4.17,1.01,2.85,0.9,0.6,201,1.61,37,121,148,12,0.83,0.213,0.625,9.9,0.2,0.06,0.063,0.101,0.11,0.071,19,0,19,19,28.1,0,0,0,0,0,0,0,0,0,0.01,0,0,2.4,0.793,1.127,1.649,0,126,.5 cup,81,.25 block,0
43476,tofu yogurt,77.5,94,3.5,1.8,1.24,15.96,0.2,1.24,118,1.06,40,38,47,35,0.31,0.075,,13,2.5,0.06,0.02,0.24,,0.02,6,0,6,6,48.4,0,33,2,0,0,20,0,0,0,0.31,0,0,3.5,0.259,0.4,1.017,0,262,1 cup,,,0
11954,tomatillos,91.63,32,0.96,1.02,0.55,5.84,1.9,3.93,7,0.62,20,39,268,1,0.22,0.079,0.153,0.5,11.7,0.044,0.035,1.85,0.15,0.056,7,0,7,7,7.6,0,114,6,0,10,63,0,0,467,0.38,0,0,10.1,0.139,0.155,0.417,0,34,1 medium,66,".5 cup, chopped or diced",
11540,tomato juice,94.24,17,0.85,0.29,1.09,3.53,0.4,2.58,10,0.39,11,19,217,253,0.11,0.042,0.068,0.5,70.1,0.1,0.078,0.673,,0.07,20,0,20,20,6.8,0,450,23,0,0,270,0,9037,60,0.32,0,0,2.3,0.019,0.005,0.027,0,243,1 cup,182,6 fl oz,0
11548,tomato powder,3.06,302,12.91,0.44,8.91,74.68,16.5,43.9,166,4.56,178,295,1927,134,1.71,1.241,1.951,5.3,116.7,0.913,0.761,9.133,3.76,0.457,120,0,120,120,,0,17247,862,0,0,10348,0,46260,1370,12.25,0,0,48.8,0.062,0.066,0.179,0,,,,,0
11546,tomato products,73.5,82,4.32,0.47,2.8,18.91,4.1,12.18,36,2.98,42,83,1014,59,0.63,0.365,0.302,5.3,21.9,0.06,0.153,3.076,0.142,0.216,12,0,12,12,38.5,0,1525,76,0,29,901,0,28764,0,4.3,0,0,11.4,0.1,0.067,0.16,0,66,.25 cup,262,1 cup,0
43217,tomato sauce,91.28,24,1.2,0.3,1.92,5.31,1.5,3.56,14,0.96,15,27,297,11,0.22,0.115,0.113,0.6,7,0.024,0.065,0.991,0.309,0.098,9,0,9,9,9.9,0,435,22,0,0,259,3,13895,24,1.44,0,0,2.8,0.041,0.044,0.121,0,245,1 cup,,,0
11527,tomatoes,93,23,1.2,0.2,0.5,5.1,1.1,4,13,0.51,10,28,204,13,0.07,0.09,0.1,0.4,23.4,0.06,0.04,0.5,0.5,0.081,9,0,9,9,8.6,0,642,32,0,78,346,0,0,0,0.38,0,0,10.1,0.028,0.03,0.081,0,180,1 cup,182,1 large,9
19029,topping,0.25,609,2.94,44.1,2.64,50.07,2.9,47.06,0,0,15,54,73,29,0.45,0.133,0.148,1,0,0.016,0.058,0.105,0.077,0.013,6,0,6,6,9.4,0.08,21,6,6,0,1,0,0,1,9.85,0,0,1.8,20.59,6.156,15.094,2,,,,,0
22901,tortellini,30.5,307,13.5,7.23,1.77,47,1.9,0.95,152,1.5,21,212,89,406,1.02,0.08,,23.9,0,0.313,0.31,2.696,,0.043,74,62,12,117,5.4,0.16,143,38,37,0,11,1,0,32,0.16,0,0,1.3,3.6,2.066,0.461,42,81,.75 cup,,,0
35143,tortilla,39.96,237,7.28,0.95,1.87,49.94,2.4,2.75,70,3.81,19,146,105,482,0.32,0.102,0.268,16.6,0,0.37,0.114,4.125,0.17,0.06,98,87,11,159,,,,,,,,,,,0.19,,,0.4,0.296,0.185,0.391,,197,1 serving,,,0
18952,tostada shells,3.32,474,6.15,23.38,2.72,64.43,5.8,,76,1.53,76,203,237,657,1.23,0.148,0.363,2.2,,0.353,0.094,1.553,0.191,0.363,,,,,,,,,,,,,,,,,,,7.011,7.217,8.285,,12.3,1 piece,37,"3 pieces, (mean serving weight, aggregated over brs)",0
19059,trail mix,9.2,462,13.8,29.4,2.6,44.9,,,78,3.05,158,345,685,229,3.22,0.985,1.034,,1.4,0.462,0.198,4.712,0.895,0.298,71,0,71,71,,0,18,1,0,,,,,,,,,,5.55,12.53,9.65,0,150,1 cup,28.35,1 oz,0
11563,tree fern,88.6,40,0.29,0.07,0.06,10.98,3.7,,8,0.16,5,4,5,5,0.31,0.202,0.539,0.9,30,0,0.3,3.5,0.063,0.179,15,0,15,15,,0,200,10,0,,,,,,,0,0,,0.009,0.005,0.034,0,71,".5 cup, chopped",31,"1 frond, (6-1/2"" long)",0
20069,triticale,10.51,336,13.05,2.09,2.23,72.13,,,37,2.57,130,358,332,5,3.45,0.457,3.21,,0,0.416,0.134,1.43,1.323,0.138,73,0,73,73,,0,0,0,0,,,,,,0.9,0,0,,0.366,0.211,0.913,0,192,1 cup,,,0
20070,triticale flour,10.01,338,13.18,1.81,1.85,73.14,14.6,,35,2.59,153,321,466,2,2.66,0.559,4.185,,0,0.378,0.132,2.86,2.167,0.403,74,0,74,74,,0,0,0,0,,,,,,0.9,0,0,,0.318,0.183,0.794,0,130,1 cup,,,0
15114,trout,71.42,148,20.77,6.61,1.17,0,0,0,43,1.5,22,245,361,52,0.66,0.188,0.851,12.6,0.5,0.35,0.33,4.5,1.94,0.2,13,0,13,13,65,7.79,57,17,17,0,0,0,0,0,0.2,3.9,155,0.1,1.149,3.254,1.499,58,79,1 fillet,85,3 oz,0
15117,tuna,68.09,144,23.33,4.9,1.18,0,0,0,8,1.02,50,254,252,39,0.6,0.086,0.015,36.5,0,0.241,0.251,8.654,1.054,0.455,2,0,2,2,65,9.43,2183,655,655,0,0,0,0,0,1,5.7,227,0,1.257,1.6,1.433,38,85,3 oz,,,0
15128,tuna salad,63.16,187,16.04,9.26,2.14,9.41,0,,17,1,19,178,178,402,0.56,0.145,0.04,41.2,2.2,0.031,0.07,6.7,0.26,0.081,8,0,8,8,,1.2,97,24,22,,,,,,,,,,1.544,2.887,4.122,13,85,3 oz,205,1 cup,0
15129,turbot,76.95,95,16.05,2.95,2.1,0,0,,18,0.36,51,129,238,150,0.22,0.037,0.017,36.5,1.7,0.066,0.08,2.2,0.57,0.21,8,0,8,8,,2.2,35,11,11,,,,,,,,,,0.75,0.61,0.88,48,85,3 oz,204,.5 fillet,0
05165,turkey,72.69,143,21.64,5.64,0.98,0.13,0,0.07,11,0.86,25,183,224,112,1.78,0.077,0.012,21.3,0,0.048,0.185,7.631,0.811,0.599,7,0,7,7,58,1.22,56,17,17,0,0,0,0,0,0.09,0.3,12,0,1.461,1.826,1.466,72,85,3 oz,5002,1 bird,29
07254,turkey bacon,61.83,226,15.94,16.93,3.41,1.89,,,80,1.4,16,222,349,1069,2.54,0.068,0.019,15.8,,0.03,0.237,4.032,0.675,0.244,10,,10,,,1.19,34,10,10,0,0,0,0,0,0.11,,,,4.52,6.223,4.699,86,14,1 serving,16,"1 slice, 12 oz pkg",0
05293,turkey breast,70.91,126,22.16,3.46,2.06,0,0,,9,0.66,21,214,248,397,1.53,0.041,0.015,25.7,0,0.053,0.133,9.067,0.489,0.32,5,0,5,5,,0.32,0,0,0,,,,,,,,,,0.98,1.14,0.84,42,85,3 oz,864,".5 breast, bone removed",8
42128,turkey ham,72,124,19.6,3.8,1.67,2.93,0,0,5,1.35,20,304,299,1038,2.36,0.11,,37,0,0.05,0.25,3.53,,0.23,6,0,6,6,59.1,0.26,0,0,0,0,0,0,0,0,0.39,0,2,0,1.09,0.864,1.148,67,138,"1 cup, pieces",20,1 cubic inch,0
22528,turkey pot pie,65.7,176,6.5,8.8,1.3,17.7,1.1,,,1,,,,350,,,,,,,,,,,,,,,,,1767,,,,1060,,,,,,,,2.88,3.46,1.38,16,397,"1 package, yields",397,1 serving,0
05295,turkey rest,70.4,120,17.6,2.2,3.4,6.4,0,,1,2.1,20,158,360,678,1.91,0.088,0.017,26.5,0,0.04,0.12,4.4,0.733,0.38,7,0,7,7,,0.35,0,0,0,,,,,,,,,,0.73,0.47,0.64,53,85,3 oz,1134,"1 box, (net weight, 2.5 lb)",0
07066,turkey sausage,59.59,204,17,10.3,2.19,10.92,0.3,0,31,1.8,21,164,207,721,2.31,0.149,0.221,20.8,0,0.066,0.151,2.137,0.722,0.234,23,0,23,23,92.1,0.28,8,2,2,0,0,0,0,0,0,0.4,17,0,2.871,3.876,2.541,58,128,1 cup,,,0
05300,turkey sticks,49.4,279,14.2,16.9,2.5,17,,,14,2.2,15,234,260,838,1.46,0.073,0.083,20.7,0,0.1,0.18,2.1,0.533,0.2,29,20,9,43,,0.23,40,12,12,,,,,,,,,,4.38,6.92,4.39,64,64,"1 stick, (2.25 oz)",,,0
05294,turkey thigh,70.6,157,18.8,8.54,2.06,0,0,,8,1.51,17,171,241,437,4.12,0.139,0.015,27.9,0,0.083,0.255,2.409,0.812,0.23,6,0,6,6,,0.24,0,0,0,,,,,,,,,,2.65,2.53,2.35,62,85,3 oz,314,"1 thigh, bone removed",13
02043,turmeric,12.85,312,9.68,3.25,7.08,67.14,22.7,3.21,168,55,208,299,2080,27,4.5,1.3,19.8,6.2,0.7,0.058,0.15,1.35,0.542,0.107,20,0,20,20,49.2,0,0,0,0,0,0,0,0,0,4.43,0,0,13.4,1.838,0.449,0.756,0,3,1 tsp,9.4,1 tbsp,0
11568,turnip greens,89.67,32,1.5,0.3,1.4,7.13,3.2,0.81,190,1.1,31,42,296,40,0.19,0.35,0.466,1.2,60,0.07,0.1,0.6,0.38,0.263,194,0,194,194,,0,11587,579,0,0,6952,0,0,12825,2.86,0,0,251,0.07,0.02,0.12,0,55,"1 cup, chopped",,,30
11564,turnips,91.87,28,0.9,0.1,0.7,6.43,1.8,3.8,30,0.3,11,27,191,67,0.27,0.085,0.134,0.7,21,0.04,0.03,0.4,0.2,0.09,15,0,15,15,11.1,0,0,0,0,0,0,0,0,0,0.03,0,0,0.1,0.011,0.006,0.053,0,130,"1 cup, cubes",183,1 large,19
32015,turnover,50.38,235,10.24,9.45,2.64,27.29,1.6,7.87,276,1.85,23,47,179,598,1.26,0.093,,14.9,0,0.236,0.201,1.575,,0.095,63,42,21,92,14.9,0.94,311,52,44,2,97,0,1687,50,0.79,0.1,5,15.4,4.724,3.014,1.14,20,127,"1 serving, 4.5 oz",,,0
93600,turtle,78.5,89,19.8,0.5,1.2,0,0,0,118,1.4,20,180,230,68,1,0.25,,16.8,0,0.12,0.15,1.1,,0.12,15,0,15,15,65,1,100,30,30,0,0,0,0,0,0.5,0,0,0.1,0.127,0.088,0.17,50,85,3 oz,,,0
28370,udi's,28.3,310,7.99,6.4,2.21,55.1,3.6,9.53,82,0.78,44,126,161,707,0.7,0.083,0.8,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,36,1 roll,,,0
01182,usda commodity,48.2,282,27.2,18.3,4.3,2,0,0.58,905,0.13,35,583,93,725,4.3,0.021,,15.5,0,0.03,0.3,0.06,,0.084,20,0,20,20,15.4,1.66,633,150,142,0,95,0,0,0,0.16,0.3,13,1.5,11.58,5.02,0.75,56,113,"1 cup, shredded",,,0
28374,van's,50.24,215,3.31,4.55,1.58,40.32,1.5,4.06,39,0.7,34,306,127,331,0.55,0.109,0.925,,,0.07,0.04,1.55,,0.075,9,,9,,,,,,,,,,,,,,,,0.48,2.376,1.241,,48,1 pancake,352,1 box,0
02050,vanilla extract,52.58,288,0.06,0.06,0.26,12.65,0,12.65,11,0.12,12,6,148,9,0.11,0.072,0.23,0,0,0.011,0.095,0.425,0.035,0.026,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.004,0,4.2,1 tsp,13,1 tbsp,0
